state,country,ufo_shape,encounter_length_seconds,date_documented
fl,us,light,20,8/7/2007
ca,us,unknown,10,8/7/2007
nc,us,cigar,10,8/7/2007
ca,us,disk,20,8/7/2007
sk,ca,light,300,8/7/2007
in,us,oval,300,8/7/2007
id,us,disk,180,8/7/2007
al,us,light,900,8/7/2007
ga,us,light,120,8/7/2007
sc,us,light,3630,8/7/2007
mo,us,unknown,600,8/7/2007
ct,us,unknown,60,8/7/2007
ns,ca,cigar,480,8/7/2007
nj,us,other,600,8/7/2007
nj,us,changing,300,8/7/2007
ca,us,light,180,8/7/2007
il,us,light,6,8/7/2007
mi,us,light,10,8/7/2007
wa,us,disk,600,8/7/2007
wa,us,other,1200,8/7/2007
la,us,cigar,10800,8/7/2007
nc,us,light,300,8/7/2007
sc,us,light,7200,8/7/2007
in,us,oval,60,8/7/2007
sc,us,light,10,8/7/2007
oh,us,circle,180,8/7/2007
on,ca,light,300,8/7/2007
il,us,circle,20,8/7/2007
ma,NA,light,10,8/7/2007
on,ca,light,6,8/7/2007
az,us,rectangle,240,8/7/2007
ne,us,triangle,300,8/7/2007
in,us,fireball,180,8/7/2007
wa,us,oval,300,8/7/2007
hi,NA,circle,8,8/7/2007
NA,NA,light,60,8/7/2007
tx,us,oval,120,8/7/2007
ma,us,disk,120,8/7/2007
ca,us,cigar,900,8/7/2007
ny,us,fireball,1800,8/7/2007
wa,us,light,600,8/7/2007
fl,us,sphere,10,8/7/2007
ny,us,triangle,120,8/7/2007
ak,us,formation,10800,8/7/2007
in,us,light,120,8/7/2007
mi,us,rectangle,30,8/7/2007
ct,us,fireball,900,8/7/2007
ct,NA,sphere,1800,8/7/2007
qc,ca,light,8,8/7/2007
ca,NA,light,1200,8/7/2007
ca,us,circle,300,8/7/2007
pa,us,other,20,8/7/2007
pa,us,fireball,180,8/7/2007
oh,us,other,900,8/7/2007
ab,ca,unknown,15,8/7/2007
al,us,light,600,8/7/2007
NA,NA,chevron,10,8/7/2007
NA,au,other,60,8/7/2007
ky,NA,sphere,15,8/7/2007
ca,us,triangle,360,8/7/2007
ca,us,triangle,360,8/7/2007
NA,gb,light,20,8/7/2007
ca,us,oval,60,8/7/2007
il,us,formation,900,8/7/2007
va,us,unknown,30,8/7/2007
oh,us,sphere,120,8/7/2007
or,us,circle,300,8/7/2007
id,NA,changing,1440,8/7/2007
fl,us,disk,240,8/7/2007
nv,us,disk,120,8/7/2007
wa,us,light,3,8/7/2007
ca,NA,light,120,8/7/2007
nh,us,circle,10,8/7/2007
wa,us,light,1,8/7/2007
mo,us,light,120,8/7/2007
wi,us,teardrop,30,8/7/2007
nj,us,triangle,60,8/7/2007
mn,us,formation,300,8/7/2007
ca,us,unknown,1500,8/7/2007
fl,us,sphere,1200,8/7/2007
il,us,sphere,180,8/7/2007
wa,us,unknown,600,8/7/2007
mt,us,unknown,1500,8/7/2007
mi,us,circle,5,8/7/2007
ca,us,oval,7200,8/7/2007
sc,us,other,20,8/7/2007
ca,us,circle,600,8/7/2007
ct,us,disk,3,8/7/2007
id,us,light,300,8/7/2007
or,us,triangle,180,8/7/2007
tx,us,circle,60,8/7/2007
in,us,light,15,8/7/2007
nv,us,light,7200,8/7/2007
ny,us,light,1500,8/7/2007
il,us,circle,120,8/7/2007
or,us,cylinder,60,8/7/2007
ca,us,circle,600,8/7/2007
il,us,fireball,600,8/7/2007
ca,us,light,4,8/7/2007
pa,us,light,15,8/7/2007
or,us,light,15,8/7/2007
il,us,sphere,180,8/7/2007
or,us,triangle,10,8/7/2007
or,us,other,600,8/7/2007
ny,us,circle,7200,8/7/2007
wa,us,unknown,360,8/7/2007
wi,us,sphere,10,8/7/2007
mo,us,triangle,240,8/7/2007
ut,us,oval,120,8/7/2007
mo,us,triangle,360,8/7/2007
mi,us,light,120,8/7/2007
ok,us,diamond,1200,8/7/2007
ia,NA,triangle,1200,8/7/2007
mi,us,light,120,8/7/2007
wi,us,formation,4,8/7/2007
fl,us,light,3600,8/7/2007
mn,us,light,10,8/7/2007
il,us,light,1500,8/7/2007
il,us,triangle,40,8/7/2007
nj,us,sphere,7,8/7/2007
ca,us,sphere,30,8/7/2007
id,us,oval,2,8/7/2007
pa,us,light,1800,8/7/2007
wa,NA,unknown,240,8/7/2007
fl,us,oval,120,8/7/2007
tn,us,circle,120,8/7/2007
ca,us,circle,900,8/7/2007
NA,gb,flash,600,8/7/2007
nv,us,circle,2400,8/7/2007
ks,us,light,10,8/7/2007
qc,NA,light,300,8/7/2007
in,us,triangle,600,8/7/2007
pa,us,triangle,18000,8/7/2007
sc,us,triangle,240,8/7/2007
il,us,circle,60,8/7/2007
il,us,triangle,30,8/7/2007
NA,de,triangle,900,8/7/2007
fl,us,triangle,60,8/7/2007
ca,us,light,15,8/7/2007
fl,us,light,600,8/7/2007
ks,us,sphere,15,8/7/2007
mi,us,NA,10,8/7/2007
ma,us,oval,120,8/7/2007
de,NA,unknown,4,8/7/2007
oh,us,changing,7200,8/7/2007
ne,us,circle,600,8/7/2007
fl,NA,triangle,1800,8/7/2007
wa,us,unknown,30,8/7/2007
ga,us,light,35,8/7/2007
fl,us,light,15,8/7/2007
ma,us,changing,120,8/7/2007
wa,us,teardrop,1,8/7/2007
NA,NA,unknown,2,8/7/2007
wa,us,unknown,45,8/7/2007
nc,us,triangle,10,8/7/2007
wa,us,light,180,8/7/2007
ga,us,flash,60,8/7/2007
ns,NA,light,10,8/7/2007
ma,us,other,300,8/7/2007
ca,us,rectangle,300,8/7/2007
ut,us,sphere,30,8/7/2007
pa,us,disk,4,8/7/2007
tx,us,other,60,8/7/2007
ma,us,other,300,8/7/2007
az,us,unknown,120,8/7/2007
ca,us,triangle,900,8/7/2007
fl,us,fireball,3,8/7/2007
tx,us,other,10,8/7/2007
fl,us,circle,5,8/7/2007
mi,us,fireball,30,8/7/2007
NA,au,formation,10,8/7/2007
tx,us,oval,4,8/7/2007
ct,us,teardrop,300,8/7/2007
mo,us,unknown,10800,8/7/2007
fl,us,disk,5,8/7/2007
va,us,changing,2700,8/7/2007
oh,NA,unknown,1200,8/7/2007
wv,us,triangle,300,8/7/2007
ca,NA,triangle,180,8/7/2007
ct,NA,sphere,120,8/7/2007
ny,us,disk,45,8/7/2007
ny,us,light,1200,8/7/2007
fl,us,triangle,900,8/7/2007
nv,us,cigar,120,8/7/2007
in,us,light,180,8/7/2007
il,us,oval,240,8/7/2007
mi,us,fireball,300,8/7/2007
on,ca,unknown,15,8/7/2007
ca,us,diamond,900,8/7/2007
tn,us,sphere,1800,8/7/2007
oh,us,formation,30,8/7/2007
mi,us,light,30,8/7/2007
in,us,other,2340,8/7/2007
or,us,sphere,600,8/7/2007
in,us,fireball,600,8/7/2007
ny,us,light,300,8/7/2007
oh,us,unknown,900,8/7/2007
on,ca,triangle,6,8/7/2007
ia,us,light,5400,8/7/2007
mi,us,sphere,900,8/7/2007
md,us,circle,600,8/7/2007
ab,ca,disk,60,8/7/2007
ny,us,rectangle,60,8/7/2007
wi,us,disk,20,8/7/2007
il,us,light,10,8/7/2007
il,us,unknown,300,8/7/2007
ct,us,circle,1800,8/7/2007
oh,us,light,30,8/7/2007
ca,us,circle,1800,8/7/2007
nc,us,oval,20,8/7/2007
ky,us,triangle,600,8/7/2007
ca,us,cylinder,120,8/7/2007
ca,us,unknown,120,8/7/2007
ut,us,other,15,8/7/2007
nc,us,unknown,25,8/7/2007
tx,us,circle,45,8/7/2007
mi,us,light,3600,8/7/2007
ny,us,circle,7200,8/7/2007
ca,us,triangle,1140,8/7/2007
nb,NA,light,2700,8/7/2007
al,us,chevron,5,8/7/2007
az,us,cylinder,40,8/7/2007
ca,us,other,3600,8/7/2007
fl,us,disk,1800,8/7/2007
mt,us,teardrop,600,8/7/2007
ny,us,rectangle,600,8/7/2007
NA,gb,light,5,8/7/2007
il,us,circle,180,8/7/2007
wa,us,flash,1,8/7/2007
co,us,triangle,1200,8/7/2007
va,us,triangle,240,8/7/2007
mi,us,light,900,8/7/2007
ca,us,light,300,8/7/2007
il,us,cylinder,180,8/7/2007
tx,us,fireball,3,8/7/2007
ny,us,rectangle,180,8/7/2007
ab,ca,sphere,120,8/7/2007
in,us,fireball,1,8/7/2007
mo,NA,triangle,1800,8/7/2007
tn,us,triangle,30,8/7/2007
ma,us,oval,60,8/7/2007
ca,us,cylinder,60,8/7/2007
tn,us,disk,300,8/7/2007
ca,us,sphere,60,8/7/2007
ab,ca,sphere,120,8/7/2007
ct,us,cigar,600,8/7/2007
la,us,light,120,8/7/2007
al,us,light,600,8/7/2007
ca,us,triangle,30,8/7/2007
al,us,unknown,420,8/7/2007
ca,us,sphere,300,8/7/2007
NA,gb,formation,1800,8/7/2007
or,us,light,1200,8/7/2007
NA,NA,oval,120,8/7/2007
NA,NA,sphere,10,8/7/2007
NA,gb,triangle,120,8/7/2007
wa,us,rectangle,10,8/7/2007
on,ca,diamond,30,8/7/2007
ca,us,light,300,8/7/2007
tx,us,unknown,1800,8/7/2007
NA,gb,formation,1800,8/7/2007
co,us,light,900,8/7/2007
tx,us,triangle,600,8/7/2007
ca,us,oval,300,8/7/2007
tn,us,egg,2,8/7/2007
sc,us,fireball,1,8/7/2007
ca,us,light,3,8/7/2007
ca,us,unknown,10,8/7/2007
or,us,light,30,8/7/2007
sc,us,fireball,5,8/7/2007
nc,us,teardrop,5,8/7/2007
sc,us,oval,3,8/7/2007
fl,NA,unknown,2,8/7/2007
fl,NA,light,8,8/7/2007
ca,us,light,10,8/7/2007
co,us,disk,1500,8/7/2007
co,us,disk,180,8/7/2007
co,us,disk,300,8/7/2007
co,us,disk,60,8/7/2007
co,us,other,240,8/7/2007
va,us,oval,3,8/7/2007
wa,us,light,120,8/7/2007
tx,us,circle,180,8/7/2007
ok,us,rectangle,60,8/7/2007
oh,us,other,5,8/7/2007
NA,gb,circle,600,8/7/2007
on,ca,light,20,8/7/2007
in,us,fireball,600,8/7/2007
on,ca,rectangle,900,8/7/2007
pa,us,disk,480,8/7/2007
il,us,circle,5,8/7/2007
ca,us,other,180,8/7/2007
NA,NA,other,60,8/7/2007
ny,us,circle,600,8/7/2007
ca,us,formation,8,8/7/2007
NA,NA,NA,3600,8/7/2007
ca,us,other,180,8/7/2007
az,us,unknown,5,8/7/2007
bc,ca,light,40,8/7/2007
il,us,light,2,8/7/2007
id,us,oval,45,8/7/2007
NA,gb,oval,10,8/7/2007
on,ca,disk,120,8/7/2007
or,us,changing,15,8/7/2007
az,us,disk,120,8/7/2007
NA,au,unknown,240,8/7/2007
ia,us,light,120,8/7/2007
mi,us,light,10,8/7/2007
NA,de,light,7,8/7/2007
wa,us,circle,180,8/7/2007
oh,us,light,1800,8/7/2007
oh,us,light,1200,8/7/2007
wa,us,disk,10,8/7/2007
mo,us,cigar,60,8/7/2007
il,us,disk,3300,8/7/2007
ct,us,circle,7200,8/7/2007
al,us,triangle,360,8/7/2007
ar,us,light,3600,8/7/2007
ok,us,chevron,20,8/7/2007
nj,us,oval,1330,8/7/2007
ca,us,sphere,120,8/7/2007
ca,NA,circle,600,8/7/2007
oh,us,formation,600,8/7/2007
nh,us,light,15,8/7/2007
tn,us,light,7200,8/7/2007
ca,us,circle,180,8/7/2007
ga,us,light,2,8/7/2007
NA,gb,teardrop,1200,8/7/2007
ns,ca,light,1800,8/7/2007
ky,us,circle,120,8/7/2007
or,us,light,1800,8/7/2007
sc,us,circle,10800,8/7/2007
ca,us,fireball,600,8/7/2007
il,us,light,60,8/7/2007
tn,us,unknown,600,8/7/2007
ok,us,circle,5,8/7/2007
mt,us,unknown,10,8/7/2007
ca,us,circle,2400,8/7/2007
ok,us,circle,60,8/7/2007
mi,us,formation,5,8/7/2007
tx,us,changing,600,8/7/2007
ca,us,fireball,300,8/7/2007
pa,us,sphere,120,8/7/2007
ca,us,unknown,300,8/7/2007
ca,us,other,600,8/7/2007
tx,us,light,8,8/7/2007
pa,NA,triangle,180,8/7/2007
ct,us,oval,300,8/7/2007
nc,us,cylinder,300,8/7/2007
wa,us,oval,240,8/7/2007
ca,us,fireball,600,8/7/2007
mi,us,teardrop,60,8/7/2007
in,us,fireball,45,8/7/2007
sd,us,light,1200,8/7/2007
ks,us,fireball,1200,8/7/2007
ky,NA,triangle,30,8/7/2007
wa,us,changing,600,8/7/2007
sc,us,light,300,8/7/2007
mo,us,light,10,8/7/2007
il,us,disk,300,8/7/2007
ut,us,oval,20,8/7/2007
ne,us,light,600,8/7/2007
bc,ca,light,600,8/7/2007
in,us,light,120,8/7/2007
mi,us,light,30,8/7/2007
tx,us,fireball,2,8/7/2007
mo,NA,triangle,60,8/7/2007
ks,us,disk,900,8/7/2007
al,NA,other,45,8/7/2007
or,us,other,60,8/7/2007
ri,NA,light,60,8/7/2007
wa,us,circle,2400,8/7/2007
fl,NA,circle,600,8/7/2007
ga,us,triangle,600,8/7/2007
ca,us,circle,600,8/7/2007
ia,us,triangle,300,8/7/2007
mi,us,unknown,10800,8/7/2007
mi,us,sphere,180,8/7/2007
NA,au,cylinder,3600,8/7/2007
wi,us,sphere,1200,8/7/2007
ny,us,sphere,300,8/7/2007
mi,us,cigar,15,8/7/2007
fl,us,sphere,60,8/7/2007
il,us,circle,600,8/7/2007
il,us,disk,600,8/7/2007
in,us,fireball,1200,8/7/2007
in,us,fireball,1800,8/7/2007
il,us,oval,15,8/7/2007
nj,us,unknown,120,8/7/2007
NA,au,other,60,8/7/2007
ct,us,light,1200,8/7/2007
il,us,circle,60,8/7/2007
NA,gb,fireball,120,8/7/2007
ky,us,oval,180,8/7/2007
NA,NA,unknown,10,8/7/2007
ca,us,light,5,8/7/2007
me,us,circle,3,8/7/2007
NA,NA,fireball,10800,8/7/2007
NA,NA,sphere,10800,8/7/2007
az,us,light,600,8/7/2007
ct,us,fireball,300,8/7/2007
wa,us,light,2,8/7/2007
NA,NA,light,30,8/7/2007
nm,us,oval,2,8/7/2007
nm,NA,oval,2,8/7/2007
pa,us,triangle,2580,8/7/2007
fl,us,cigar,120,8/7/2007
wa,us,unknown,1800,8/7/2007
ca,us,changing,900,8/7/2007
ar,NA,light,7200,8/7/2007
NA,NA,fireball,7200,8/7/2007
la,us,changing,60,8/7/2007
fl,us,cigar,3600,8/7/2007
ca,us,rectangle,420,8/7/2007
NA,NA,oval,1080,8/7/2007
ga,NA,cigar,3,8/7/2007
oh,NA,light,10,8/7/2007
wa,us,circle,5400,8/7/2007
NA,de,chevron,5,8/7/2007
NA,NA,disk,10,8/7/2007
mi,us,teardrop,300,8/7/2007
yt,NA,other,600,8/7/2007
il,us,unknown,15,8/7/2007
mi,us,light,5,8/7/2007
ga,us,disk,300,8/7/2007
wa,us,light,120,8/7/2007
ca,us,oval,1800,8/7/2007
wa,us,unknown,600,8/7/2007
nm,us,disk,780,8/7/2007
sc,us,triangle,300,8/7/2007
nc,us,other,600,8/7/2007
nc,us,light,60,8/7/2007
wa,us,fireball,15,8/7/2007
va,us,circle,30,8/7/2007
pe,ca,light,180,8/7/2007
mi,us,light,240,8/7/2007
tx,us,light,60,8/7/2007
tx,us,cigar,8,8/7/2007
nm,us,light,300,8/7/2007
il,us,triangle,120,8/7/2007
pa,us,formation,300,8/7/2007
ny,us,circle,300,8/7/2007
mn,us,light,120,8/7/2007
az,us,triangle,60,8/7/2007
ct,us,fireball,30,8/7/2007
on,ca,other,1200,8/7/2007
nh,us,rectangle,240,8/7/2007
tx,us,unknown,1800,8/7/2007
oh,us,light,7200,8/7/2007
nc,us,fireball,5,8/7/2007
ct,us,oval,60,8/7/2007
ny,us,light,30,8/7/2007
on,ca,light,30,8/7/2007
ny,us,circle,240,8/7/2007
NA,gb,circle,300,8/7/2007
pa,us,sphere,600,8/7/2007
ky,us,fireball,841,8/7/2007
ca,us,rectangle,3,8/7/2007
NA,NA,light,300,8/7/2007
ca,us,fireball,9,8/7/2007
nh,NA,NA,180,8/7/2007
NA,NA,light,60,8/7/2007
ns,NA,NA,60,8/7/2007
ca,us,light,600,8/7/2007
me,us,egg,900,8/7/2007
az,us,triangle,300,8/7/2007
az,us,light,18000,8/7/2007
wv,us,cigar,420,8/7/2007
or,us,unknown,120,8/7/2007
ns,ca,other,420,8/7/2007
ks,NA,triangle,300,8/7/2007
ny,us,fireball,3,8/7/2007
mi,us,circle,1500,8/7/2007
NA,NA,light,30,8/7/2007
NA,NA,triangle,120,8/7/2007
ny,us,circle,660,8/7/2007
on,ca,light,30,8/7/2007
ca,us,light,30,8/7/2007
ga,us,triangle,30,8/7/2007
va,us,unknown,180,8/7/2007
fl,us,light,300,8/7/2007
ma,us,disk,900,8/7/2007
nj,us,disk,1800,8/7/2007
nj,us,disk,1800,8/7/2007
tx,us,light,240,8/7/2007
ma,us,disk,120,8/7/2007
fl,us,cylinder,6,8/7/2007
ok,us,disk,14400,8/7/2007
NA,NA,oval,70,8/7/2007
az,us,NA,2700,8/7/2007
mi,us,disk,120,8/14/2007
NA,NA,fireball,45,8/14/2007
oh,us,disk,180,8/14/2007
tx,us,triangle,600,8/14/2007
nm,us,oval,300,8/14/2007
mn,us,triangle,20,8/14/2007
co,us,unknown,15,8/14/2007
nc,us,circle,120,8/14/2007
ut,us,fireball,10800,8/14/2007
nm,us,sphere,60,8/14/2007
NA,NA,formation,300,8/14/2007
ny,us,unknown,10800,8/14/2007
ma,us,disk,1800,8/14/2007
il,us,rectangle,600,8/14/2007
ar,us,unknown,240,8/14/2007
wy,us,formation,600,8/14/2007
mi,us,other,10,8/14/2007
bc,ca,formation,6,8/14/2007
co,us,light,900,8/14/2007
mo,us,light,300,8/14/2007
ne,us,oval,2,8/14/2007
ca,us,triangle,60,8/14/2007
ca,us,triangle,240,8/14/2007
ia,us,light,3,8/14/2007
ca,us,oval,45,8/14/2007
ia,us,changing,1200,8/14/2007
NA,NA,other,4,8/14/2007
sc,us,oval,3,8/14/2007
ca,us,cylinder,2,8/14/2007
il,us,oval,15,8/14/2007
on,ca,unknown,600,8/14/2007
mi,us,circle,10,8/14/2007
il,us,circle,5,8/14/2007
il,us,circle,1500,8/14/2007
in,us,triangle,120,8/14/2007
ga,NA,flash,180,8/14/2007
il,us,formation,6300,8/14/2007
co,us,changing,420,8/14/2007
tx,us,cigar,120,8/14/2007
or,us,other,240,8/14/2007
ny,us,triangle,480,8/14/2007
NA,gb,disk,12,8/14/2007
me,us,formation,120,8/14/2007
me,us,sphere,300,8/14/2007
mi,us,oval,120,8/14/2007
in,us,unknown,2,8/14/2007
bc,ca,light,120,8/14/2007
NA,NA,formation,5,8/14/2007
ca,us,light,2,8/14/2007
ca,NA,fireball,3,8/14/2007
ca,us,fireball,4,8/14/2007
ca,us,triangle,5,8/14/2007
mi,us,light,60,8/14/2007
mi,us,other,10,8/14/2007
wa,us,unknown,60,8/14/2007
ca,us,other,300,8/14/2007
wa,us,other,240,8/14/2007
mi,us,flash,300,8/14/2007
tx,NA,oval,120,8/14/2007
la,us,fireball,420,8/14/2007
NA,gb,light,240,8/14/2007
ut,us,light,60,8/14/2007
il,us,light,600,8/14/2007
mi,us,light,1800,8/14/2007
ct,us,light,3600,8/14/2007
or,us,NA,5,8/14/2007
va,us,triangle,180,8/14/2007
NA,gb,light,60,8/14/2007
nh,us,unknown,3600,8/14/2007
ca,us,light,3600,8/14/2007
ns,ca,circle,30,8/14/2007
mo,us,unknown,2700,8/14/2007
fl,us,triangle,180,8/14/2007
ga,us,circle,1200,8/14/2007
mn,us,light,660,8/14/2007
az,us,unknown,120,8/14/2007
va,us,light,3600,8/14/2007
mn,us,triangle,6,8/14/2007
ca,us,sphere,600,8/14/2007
ny,us,oval,600,8/14/2007
wa,us,egg,1500,8/14/2007
ma,us,light,60,8/14/2007
ar,us,circle,600,8/14/2007
sc,us,circle,4,8/14/2007
mi,us,triangle,45,8/14/2007
ca,us,triangle,10,8/14/2007
ma,NA,unknown,300,8/14/2007
tx,us,triangle,120,8/14/2007
NA,gb,triangle,10,8/14/2007
nd,us,sphere,900,8/14/2007
tx,us,other,3,8/14/2007
ne,us,disk,15,8/14/2007
ar,us,triangle,60,8/14/2007
ny,us,unknown,3600,8/14/2007
or,us,triangle,10,8/14/2007
ok,us,triangle,10,8/14/2007
nc,us,disk,180,8/14/2007
ny,NA,unknown,900,8/14/2007
ca,us,light,120,8/14/2007
tx,us,unknown,1800,8/14/2007
NA,NA,circle,240,8/14/2007
la,us,fireball,420,8/14/2007
or,us,unknown,300,8/14/2007
nv,us,other,15,8/14/2007
co,us,circle,120,8/14/2007
tx,us,cigar,180,8/14/2007
ar,us,other,1800,8/14/2007
ca,us,formation,600,8/14/2007
nv,us,oval,300,8/14/2007
ca,us,light,420,8/14/2007
ok,us,disk,2,8/14/2007
ut,us,fireball,7,8/14/2007
ut,us,light,2400,8/14/2007
fl,us,triangle,2700,8/14/2007
mo,us,light,15,8/14/2007
NA,gb,diamond,20,8/14/2007
il,us,sphere,5,8/14/2007
in,us,cylinder,40,8/14/2007
ga,us,circle,1800,8/14/2007
NA,NA,diamond,300,8/14/2007
tn,us,light,600,8/14/2007
ca,us,triangle,15,8/14/2007
nc,us,fireball,20,8/14/2007
tx,us,fireball,60,8/14/2007
ny,NA,chevron,180,10/8/2007
ga,us,triangle,120,10/8/2007
ca,us,flash,900,10/8/2007
oh,us,oval,5,10/8/2007
NA,au,oval,300,10/8/2007
ga,NA,light,10800,10/8/2007
nc,us,light,1200,10/8/2007
hi,us,light,600,10/8/2007
nc,us,light,10,10/8/2007
tx,us,unknown,300,10/8/2007
fl,us,triangle,120,10/8/2007
ca,us,flash,2,10/8/2007
on,ca,sphere,1620,10/8/2007
il,us,triangle,300,10/8/2007
ca,us,rectangle,8,10/8/2007
ny,us,triangle,30,10/8/2007
fl,us,unknown,900,10/8/2007
on,NA,light,7,10/8/2007
la,us,unknown,30,10/8/2007
ca,us,circle,7200,10/8/2007
pa,us,light,3600,10/8/2007
tx,us,light,600,10/8/2007
az,us,triangle,120,10/8/2007
NA,au,oval,5,10/8/2007
va,NA,light,1800,10/8/2007
co,us,triangle,1200,10/8/2007
tn,us,unknown,60,10/8/2007
in,us,circle,2,10/8/2007
nv,us,cylinder,15,10/8/2007
nc,us,triangle,900,10/8/2007
tn,us,unknown,7200,10/8/2007
mn,us,fireball,15,10/8/2007
ne,us,fireball,3,10/8/2007
ny,NA,sphere,180,10/8/2007
mi,NA,light,180,10/8/2007
tx,us,light,180,10/8/2007
mn,us,light,180,10/8/2007
il,us,oval,10,10/8/2007
mo,us,circle,180,10/8/2007
il,us,unknown,900,10/8/2007
oh,us,circle,1200,10/8/2007
tn,us,circle,420,10/8/2007
nm,us,light,180,10/8/2007
mi,us,disk,30,10/8/2007
va,us,light,300,10/8/2007
oh,us,light,600,10/8/2007
co,NA,rectangle,10,10/8/2007
ky,us,light,3600,10/8/2007
mi,us,triangle,8,10/8/2007
sd,us,cigar,15,10/8/2007
tx,us,triangle,300,10/8/2007
NA,NA,light,20,10/8/2007
tx,us,sphere,7200,10/8/2007
nc,us,light,5400,10/8/2007
nc,us,diamond,1800,10/8/2007
az,us,sphere,10800,10/8/2007
or,us,light,3600,10/8/2007
mo,us,unknown,360,10/8/2007
la,us,unknown,18,10/8/2007
co,us,light,300,10/8/2007
il,us,triangle,10800,10/8/2007
ky,us,circle,3600,10/8/2007
NA,gb,circle,600,10/8/2007
ak,us,circle,2,10/8/2007
ca,us,formation,10,10/8/2007
pa,us,unknown,60,10/8/2007
oh,us,light,300,10/8/2007
pa,us,circle,5400,10/8/2007
ca,us,oval,1800,10/8/2007
ca,us,disk,600,10/8/2007
ca,us,sphere,3600,10/8/2007
ca,us,light,1800,10/8/2007
ca,us,oval,300,10/8/2007
NA,NA,formation,20,10/8/2007
NA,gb,rectangle,60,10/8/2007
tn,us,triangle,600,10/8/2007
md,us,triangle,60,10/8/2007
tx,us,sphere,60,10/8/2007
ny,us,disk,600,10/8/2007
in,us,circle,30,10/8/2007
id,us,sphere,20,10/8/2007
la,us,circle,900,10/8/2007
ga,us,disk,300,10/8/2007
ga,us,sphere,120,10/8/2007
ak,us,other,2700,10/8/2007
on,ca,disk,480,10/8/2007
ca,us,cylinder,15,10/8/2007
mi,us,triangle,3600,10/8/2007
mo,us,unknown,120,10/8/2007
ca,us,other,20,10/8/2007
ga,us,cigar,420,10/8/2007
ct,us,fireball,120,10/8/2007
ma,us,unknown,300,10/8/2007
mi,NA,light,600,10/8/2007
al,us,triangle,120,10/8/2007
fl,us,light,60,10/8/2007
NA,NA,triangle,345600,10/8/2007
NA,au,light,600,10/8/2007
ca,NA,unknown,300,10/8/2007
fl,us,sphere,900,10/8/2007
nj,us,changing,900,10/8/2007
ca,us,disk,1800,10/8/2007
la,us,circle,600,10/8/2007
in,NA,triangle,120,10/8/2007
ga,us,light,2,10/8/2007
az,us,sphere,20,10/8/2007
ct,us,disk,120,10/8/2007
fl,us,sphere,2400,10/8/2007
wa,NA,disk,3600,10/8/2007
ca,us,other,120,10/8/2007
ga,us,other,120,10/8/2007
ca,us,triangle,900,10/8/2007
NA,NA,disk,180,10/8/2007
on,ca,cigar,600,10/8/2007
NA,gb,rectangle,3600,10/8/2007
bc,ca,rectangle,180,10/8/2007
ar,us,changing,420,10/8/2007
NA,au,circle,30,10/8/2007
nj,NA,light,4500,10/8/2007
ma,us,sphere,600,10/8/2007
NA,gb,light,600,10/8/2007
nm,us,triangle,60,10/8/2007
mo,us,triangle,10,10/8/2007
NA,NA,other,5,10/8/2007
il,us,triangle,900,10/8/2007
tx,us,other,120,10/8/2007
ca,us,circle,30,10/8/2007
ga,us,oval,5,10/8/2007
nj,NA,formation,300,10/8/2007
bc,ca,triangle,180,10/8/2007
mn,us,sphere,120,10/8/2007
ma,us,light,30,10/8/2007
me,us,disk,300,10/8/2007
ga,us,triangle,600,10/8/2007
il,us,triangle,15,10/8/2007
mi,us,light,600,10/8/2007
tx,us,sphere,900,10/8/2007
co,us,unknown,60,10/8/2007
ny,us,light,50,10/8/2007
ca,us,circle,7200,10/8/2007
wi,us,circle,300,10/8/2007
pa,us,chevron,300,10/8/2007
al,us,triangle,15,10/8/2007
NA,NA,light,300,10/8/2007
wa,us,cylinder,3600,10/8/2007
va,us,light,120,10/8/2007
az,us,light,300,10/8/2007
mi,NA,disk,600,10/8/2007
ma,us,sphere,900,10/8/2007
sc,us,light,15,10/8/2007
mi,NA,disk,2,10/8/2007
NA,gb,circle,15,10/8/2007
il,us,circle,240,10/8/2007
la,us,oval,300,10/8/2007
NA,NA,light,30,10/8/2007
ky,us,circle,180,10/8/2007
ny,us,diamond,300,10/8/2007
NA,au,circle,180,10/8/2007
NA,gb,sphere,60,10/8/2007
ca,NA,other,1500,10/8/2007
ca,NA,other,1500,10/8/2007
ut,us,light,600,10/8/2007
ca,NA,disk,7200,10/8/2007
nc,us,disk,1200,10/8/2007
ok,us,unknown,1500,10/8/2007
NA,gb,egg,60,10/8/2007
wa,us,other,300,10/8/2007
co,us,circle,180,10/8/2007
NA,gb,sphere,1800,10/8/2007
fl,us,circle,600,10/8/2007
mi,us,light,1500,10/8/2007
ny,us,disk,5,10/8/2007
ca,us,triangle,900,10/8/2007
nj,us,other,180,10/8/2007
ny,us,disk,180,10/8/2007
az,us,NA,3600,10/8/2007
sd,us,unknown,9,10/8/2007
NA,gb,cylinder,240,10/8/2007
me,us,light,600,10/8/2007
ca,NA,unknown,7,10/8/2007
on,ca,light,1200,10/8/2007
mn,us,disk,10,10/8/2007
ny,us,other,1200,10/8/2007
NA,gb,disk,30,10/8/2007
mi,NA,cigar,60,10/8/2007
wa,us,oval,5400,10/8/2007
qc,NA,diamond,300,10/8/2007
ne,us,formation,8,10/8/2007
mo,us,triangle,60,10/8/2007
il,us,fireball,300,10/8/2007
ks,us,other,15,10/8/2007
