state,country,ufo_shape,encounter_length_seconds,date_documented
tx,NA,diamond,2,10/8/2007
NA,gb,oval,240,10/8/2007
pa,us,light,180,10/8/2007
nc,us,oval,10800,10/8/2007
ca,us,light,10,10/8/2007
ca,us,unknown,30,10/8/2007
NA,NA,cylinder,20,10/8/2007
fl,NA,disk,1080,10/8/2007
co,us,other,1800,10/8/2007
NA,gb,disk,120,10/8/2007
mi,us,other,180,10/8/2007
ca,us,sphere,7200,10/8/2007
me,us,cigar,120,10/8/2007
ct,us,rectangle,7200,10/8/2007
tx,us,light,900,10/8/2007
ca,us,fireball,600,10/8/2007
NA,NA,light,60,10/8/2007
va,us,triangle,300,10/8/2007
mi,NA,light,60,10/8/2007
nj,us,light,60,10/8/2007
ca,us,unknown,300,10/8/2007
az,us,other,3540,10/8/2007
fl,us,light,10,10/8/2007
in,us,formation,30,10/8/2007
ma,us,other,20,10/8/2007
ca,us,formation,3,10/8/2007
wi,us,circle,300,10/8/2007
az,NA,light,10,10/8/2007
wi,us,fireball,20,10/8/2007
co,us,light,15,10/8/2007
fl,us,triangle,60,10/8/2007
tx,us,unknown,15,10/8/2007
NA,NA,triangle,300,10/8/2007
NA,NA,triangle,900,10/8/2007
NA,gb,triangle,7200,10/8/2007
mo,us,disk,600,10/8/2007
ca,NA,sphere,120,10/8/2007
wa,us,circle,20,10/8/2007
ga,us,light,120,10/8/2007
il,us,sphere,300,10/8/2007
ky,us,sphere,300,10/8/2007
nh,us,light,60,10/8/2007
pa,us,other,120,10/8/2007
fl,NA,diamond,1200,10/8/2007
ny,us,circle,30,10/8/2007
oh,us,triangle,60,10/8/2007
ny,us,chevron,600,10/8/2007
ca,us,circle,180,10/8/2007
wa,us,unknown,300,10/8/2007
nv,us,sphere,5,10/8/2007
me,us,unknown,180,10/8/2007
va,us,unknown,120,10/8/2007
va,us,flash,20,10/8/2007
mo,us,light,1020,10/8/2007
co,us,other,180,10/8/2007
il,us,light,3,10/8/2007
nc,us,light,10,10/8/2007
tx,us,fireball,7200,10/8/2007
ca,us,chevron,480,10/8/2007
ca,us,chevron,480,10/8/2007
mn,us,light,30,10/8/2007
qc,ca,fireball,5,10/8/2007
tx,us,light,45,10/8/2007
tx,us,triangle,20,10/8/2007
nh,us,disk,600,10/8/2007
fl,us,sphere,300,10/8/2007
me,us,cylinder,900,10/8/2007
ct,us,egg,1,10/8/2007
ny,us,light,5,10/8/2007
ct,us,light,2,10/8/2007
ny,us,other,2,10/8/2007
ny,us,fireball,3,10/8/2007
ca,us,light,5,10/8/2007
on,ca,oval,9,10/8/2007
mi,us,disk,300,10/8/2007
ok,us,light,15,10/8/2007
nj,us,light,900,10/8/2007
co,NA,other,2,10/8/2007
oh,us,sphere,25,10/8/2007
nc,us,diamond,3600,10/8/2007
ca,us,formation,60,10/8/2007
mn,us,disk,60,10/8/2007
mi,us,triangle,15,10/8/2007
mi,us,light,240,10/8/2007
ct,us,teardrop,60,10/8/2007
NA,gb,light,300,10/8/2007
mn,us,other,300,10/8/2007
ca,us,oval,540,10/8/2007
ca,us,oval,600,10/8/2007
ny,us,light,60,10/8/2007
md,us,cigar,15,10/8/2007
ca,us,cigar,60,10/8/2007
or,us,other,600,10/8/2007
ny,NA,disk,300,10/8/2007
ca,us,cigar,600,10/8/2007
NA,NA,light,30,10/8/2007
ne,us,triangle,2,10/8/2007
mi,us,circle,60,10/8/2007
ct,us,formation,300,10/8/2007
ky,us,sphere,60,10/8/2007
fl,us,disk,120,10/8/2007
id,us,unknown,30,10/8/2007
fl,us,formation,20,10/8/2007
ca,us,unknown,20,10/8/2007
qc,ca,light,300,10/8/2007
ca,us,changing,120,10/8/2007
ny,us,unknown,240,10/8/2007
al,us,disk,60,10/8/2007
on,ca,sphere,60,10/8/2007
nv,us,light,180,10/8/2007
ca,us,light,120,10/8/2007
me,us,circle,180,10/8/2007
ma,us,light,180,10/8/2007
ks,us,light,120,10/8/2007
ri,us,light,120,10/8/2007
ca,us,formation,30,10/8/2007
NA,NA,other,30,10/8/2007
ri,us,triangle,900,10/8/2007
wi,us,other,600,10/8/2007
nv,us,circle,18000,10/8/2007
ar,us,light,35,10/8/2007
fl,us,light,900,10/8/2007
ok,us,light,240,10/8/2007
sc,us,light,120,10/8/2007
az,us,light,3600,10/8/2007
fl,us,light,600,10/8/2007
or,us,oval,20,10/8/2007
ca,us,circle,900,10/8/2007
ok,us,sphere,120,10/8/2007
fl,us,light,2,10/8/2007
ny,us,cylinder,3600,10/8/2007
il,us,light,2700,10/8/2007
nj,us,unknown,5,10/8/2007
ky,us,diamond,600,10/8/2007
co,us,rectangle,90,10/8/2007
nc,NA,disk,3600,10/8/2007
co,us,cigar,60,10/8/2007
nc,us,disk,600,10/8/2007
wa,us,light,60,10/8/2007
ca,us,triangle,60,10/8/2007
hi,us,fireball,3,10/8/2007
az,us,circle,120,10/8/2007
NA,NA,light,600,10/8/2007
ma,us,other,180,10/8/2007
nv,us,circle,120,10/8/2007
tx,us,cigar,600,10/8/2007
sc,us,oval,900,10/8/2007
nc,us,diamond,30,10/8/2007
NA,NA,sphere,5,10/8/2007
tx,NA,circle,2700,10/8/2007
bc,ca,formation,3600,10/8/2007
mi,us,triangle,600,10/8/2007
NA,NA,sphere,50,10/8/2007
ca,us,light,120,10/8/2007
ma,us,light,120,10/8/2007
NA,NA,unknown,5,10/8/2007
ca,us,light,4,10/8/2007
tx,NA,light,3600,10/8/2007
md,us,flash,10,10/8/2007
co,us,other,300,10/8/2007
ky,us,disk,90,10/8/2007
fl,us,sphere,1,10/8/2007
ny,us,rectangle,120,10/8/2007
wa,us,triangle,10,10/8/2007
ns,ca,unknown,3600,10/8/2007
tx,us,oval,1800,10/8/2007
nv,us,formation,600,10/8/2007
wa,us,sphere,600,10/8/2007
il,NA,formation,600,10/8/2007
wi,us,rectangle,360,10/8/2007
nc,us,circle,20,10/8/2007
tx,us,triangle,300,10/8/2007
fl,us,light,10,10/8/2007
ia,us,light,900,10/8/2007
ns,ca,light,18000,10/8/2007
NA,gb,sphere,360,10/8/2007
mi,us,fireball,60,10/8/2007
wi,us,light,10,10/8/2007
wi,NA,triangle,1200,10/8/2007
wa,us,rectangle,10,10/8/2007
wi,us,diamond,1800,10/8/2007
NA,gb,light,10,10/8/2007
mo,NA,light,10,10/8/2007
il,us,diamond,900,10/8/2007
or,us,sphere,7,10/8/2007
NA,gb,formation,240,10/8/2007
mi,us,circle,180,10/8/2007
mi,us,unknown,2,10/8/2007
ct,us,light,240,10/8/2007
nv,us,disk,180,10/8/2007
wa,us,oval,900,10/8/2007
NA,NA,circle,120,10/8/2007
ca,us,circle,5,10/8/2007
ga,us,flash,3600,10/8/2007
pa,us,sphere,45,10/8/2007
on,ca,other,120,10/8/2007
ky,us,changing,180,10/8/2007
il,us,light,25,10/8/2007
ca,us,disk,1200,10/8/2007
az,us,chevron,2,10/8/2007
fl,us,unknown,60,10/8/2007
id,us,light,3600,10/8/2007
mi,us,circle,86400,10/8/2007
az,NA,triangle,1800,10/8/2007
hi,us,light,300,10/8/2007
ut,us,circle,300,10/8/2007
wa,us,chevron,5,10/8/2007
wa,us,triangle,15,10/8/2007
ky,us,other,60,10/8/2007
ut,us,changing,180,10/8/2007
wi,us,circle,300,10/8/2007
ny,us,egg,240,10/8/2007
ca,us,triangle,10,10/8/2007
NA,gb,rectangle,40,10/8/2007
ca,us,triangle,120,10/8/2007
mo,NA,rectangle,120,10/8/2007
de,us,sphere,1,10/8/2007
ca,us,cigar,5,10/8/2007
mi,us,unknown,180,10/8/2007
id,us,light,1500,10/8/2007
ny,us,oval,4,10/8/2007
nj,us,other,180,10/8/2007
va,us,other,180,10/8/2007
id,us,cigar,120,10/8/2007
il,us,cigar,20,10/8/2007
ca,NA,triangle,300,10/8/2007
ny,us,oval,1800,10/8/2007
ny,us,oval,1800,10/8/2007
ca,us,sphere,60,10/8/2007
nj,us,sphere,120,10/8/2007
nh,NA,light,10800,10/8/2007
NA,NA,unknown,600,10/8/2007
sc,us,diamond,30,10/8/2007
NA,NA,sphere,120,10/8/2007
wa,us,flash,5,10/8/2007
ca,us,circle,3,10/8/2007
nc,us,other,120,10/8/2007
wi,us,light,240,10/8/2007
or,us,circle,120,10/8/2007
il,us,unknown,3600,10/8/2007
az,us,light,600,10/8/2007
ca,us,oval,1800,10/8/2007
il,us,triangle,6,10/8/2007
on,ca,changing,120,10/8/2007
ca,us,cigar,5,10/8/2007
ar,us,rectangle,120,10/8/2007
il,us,sphere,600,10/8/2007
mi,us,triangle,60,10/8/2007
ar,us,circle,300,10/8/2007
ct,us,fireball,300,10/8/2007
il,us,light,600,10/8/2007
or,us,other,5,10/8/2007
vt,us,other,10,10/8/2007
ca,us,light,60,10/8/2007
tx,us,light,73800,10/8/2007
md,NA,fireball,22,10/8/2007
fl,us,light,5400,10/8/2007
me,us,sphere,600,10/8/2007
nc,us,other,1800,10/8/2007
mo,us,light,120,10/8/2007
ma,us,sphere,45,10/8/2007
NA,NA,fireball,20,10/8/2007
oh,us,other,3,10/8/2007
NA,NA,cone,1,10/8/2007
ut,us,diamond,300,10/8/2007
tx,us,sphere,600,10/8/2007
nb,ca,triangle,300,10/8/2007
wi,NA,sphere,10,10/8/2007
az,us,circle,60,10/8/2007
tx,us,unknown,600,10/8/2007
NA,NA,triangle,60,10/8/2007
or,NA,chevron,480,10/8/2007
tx,us,oval,540,10/8/2007
co,us,triangle,35,10/8/2007
mo,us,triangle,120,10/8/2007
NA,gb,formation,30,10/8/2007
bc,ca,formation,300,10/8/2007
az,us,changing,30,10/8/2007
tx,us,other,5,10/8/2007
ca,us,disk,300,10/8/2007
ca,us,sphere,60,10/8/2007
pa,us,sphere,5,10/8/2007
oh,us,circle,3600,10/8/2007
oh,us,light,9900,10/8/2007
ar,us,chevron,420,10/8/2007
or,us,triangle,6,10/8/2007
bc,ca,light,3,10/8/2007
wv,us,light,900,10/8/2007
la,us,unknown,60,10/8/2007
wa,us,other,15,10/8/2007
nh,us,oval,600,10/8/2007
or,us,light,600,10/8/2007
ca,us,unknown,1800,10/8/2007
ma,NA,egg,8,10/8/2007
or,us,circle,20,10/8/2007
co,us,triangle,1800,10/8/2007
wa,us,circle,420,10/8/2007
wa,us,sphere,120,10/8/2007
on,ca,sphere,3,10/8/2007
ny,NA,cigar,60,10/8/2007
wi,NA,disk,60,10/8/2007
az,us,sphere,1800,10/8/2007
nj,us,oval,180,10/8/2007
wa,us,fireball,4,10/8/2007
NA,NA,other,60,10/8/2007
oh,us,triangle,120,10/8/2007
mi,us,fireball,180,10/8/2007
mi,us,fireball,180,10/8/2007
mi,us,formation,180,10/8/2007
or,us,light,3600,10/8/2007
nd,us,triangle,20,10/8/2007
mi,us,sphere,120,10/8/2007
ut,NA,changing,5400,10/8/2007
tn,us,other,360,10/8/2007
pa,us,light,1800,10/8/2007
co,us,egg,300,10/8/2007
ne,us,circle,10,10/8/2007
ca,us,triangle,7200,10/8/2007
mo,us,oval,2700,10/8/2007
ks,us,unknown,180,10/8/2007
ny,us,light,1800,10/8/2007
ny,us,teardrop,1800,10/8/2007
fl,us,oval,300,10/8/2007
NA,NA,sphere,20,10/8/2007
NA,NA,disk,120,10/8/2007
sc,us,light,10,10/8/2007
il,us,unknown,1200,10/8/2007
oh,us,light,900,10/8/2007
NA,NA,cigar,50,10/8/2007
mi,us,disk,180,10/8/2007
nm,us,sphere,1200,10/8/2007
mi,us,disk,120,10/8/2007
nm,NA,teardrop,900,10/8/2007
nm,us,diamond,1200,10/8/2007
nm,us,light,2100,10/8/2007
nm,us,circle,900,10/8/2007
az,us,other,5,10/8/2007
NA,NA,light,360,10/8/2007
ia,us,NA,120,10/8/2007
oh,us,fireball,180,10/8/2007
ri,us,triangle,1800,10/8/2007
oh,us,fireball,30,10/8/2007
id,us,light,15,10/8/2007
ky,us,light,1800,10/8/2007
oh,us,formation,2700,10/8/2007
wi,us,cigar,30,10/8/2007
fl,us,rectangle,120,10/8/2007
NA,NA,circle,120,10/8/2007
ca,us,unknown,2700,10/8/2007
ri,us,circle,900,10/8/2007
ia,us,triangle,240,10/8/2007
il,us,circle,900,10/8/2007
ma,NA,cylinder,30,10/8/2007
NA,NA,circle,8,10/8/2007
ga,us,other,7200,10/8/2007
fl,us,circle,25,10/8/2007
ga,us,light,25,10/8/2007
ca,us,triangle,7,10/8/2007
sk,ca,other,120,10/8/2007
NA,NA,light,4,10/8/2007
NA,NA,unknown,300,10/8/2007
ct,NA,light,300,10/8/2007
nh,us,disk,600,10/8/2007
tx,us,triangle,3,10/8/2007
NA,gb,changing,240,10/8/2007
ak,NA,triangle,20,10/8/2007
fl,us,light,37800,10/8/2007
on,ca,light,8,10/8/2007
mo,us,other,900,10/8/2007
NA,gb,teardrop,660,10/8/2007
wa,us,light,900,10/8/2007
ca,NA,formation,1800,10/8/2007
mo,us,triangle,7200,10/8/2007
in,us,fireball,300,10/8/2007
on,ca,unknown,120,10/8/2007
sk,NA,circle,4500,10/8/2007
ct,us,light,30,10/8/2007
nj,us,triangle,600,10/8/2007
ia,us,changing,1800,10/8/2007
co,us,triangle,9,10/8/2007
wa,us,changing,30,10/8/2007
ny,us,light,60,10/8/2007
NA,gb,triangle,180,10/8/2007
ms,us,triangle,5,10/8/2007
ca,us,NA,300,10/8/2007
on,NA,light,180,10/8/2007
NA,de,light,20,10/8/2007
oh,us,light,120,10/8/2007
NA,de,other,30,10/8/2007
ca,us,triangle,900,10/8/2007
ca,us,cigar,120,10/8/2007
wa,us,light,18000,10/8/2007
nc,us,chevron,12,10/8/2007
mb,NA,triangle,240,10/8/2007
ca,NA,oval,5,10/8/2007
mn,us,disk,60,10/8/2007
ny,us,formation,600,10/8/2007
co,us,light,7200,10/8/2007
fl,us,disk,5,10/8/2007
ca,us,triangle,120,10/8/2007
wi,us,unknown,1,10/8/2007
ca,us,light,60,10/8/2007
ca,us,cigar,900,10/8/2007
tn,us,light,15,10/8/2007
ca,us,triangle,30,10/8/2007
NA,NA,unknown,20,10/8/2007
on,ca,triangle,180,10/8/2007
il,us,light,60,10/8/2007
il,us,light,180,10/8/2007
nh,us,light,90,10/8/2007
ct,us,circle,3600,10/8/2007
ct,us,disk,2400,10/8/2007
ca,us,formation,10,10/8/2007
tn,NA,circle,180,10/8/2007
NA,NA,light,1200,10/8/2007
ga,us,fireball,1,10/8/2007
or,us,light,2,10/8/2007
ny,us,rectangle,2,10/8/2007
ca,us,circle,300,10/8/2007
nh,NA,light,3600,10/8/2007
in,us,cylinder,20,10/8/2007
fl,us,light,7,10/8/2007
az,us,unknown,300,10/8/2007
ia,us,light,420,10/8/2007
md,us,light,5,10/8/2007
ky,us,rectangle,120,10/8/2007
ny,us,other,300,10/8/2007
il,us,triangle,240,10/8/2007
nh,us,light,900,10/8/2007
ca,NA,circle,900,10/8/2007
oh,us,cigar,6,10/8/2007
ky,us,disk,45,10/8/2007
il,us,chevron,2400,10/8/2007
nh,us,diamond,300,10/8/2007
az,us,cigar,180,10/8/2007
pa,us,sphere,360,10/8/2007
nm,NA,cigar,5,10/8/2007
nm,us,cigar,60,10/8/2007
ma,us,other,30,10/8/2007
oh,us,triangle,180,10/8/2007
oh,us,triangle,1500,10/8/2007
oh,us,triangle,600,10/8/2007
oh,us,triangle,900,10/8/2007
tn,us,fireball,6,10/8/2007
ca,us,triangle,420,10/8/2007
ca,us,circle,300,10/8/2007
mo,NA,oval,3600,10/8/2007
md,us,disk,120,10/8/2007
fl,us,disk,30,10/8/2007
ca,us,unknown,15,10/8/2007
pa,us,sphere,1800,10/8/2007
co,us,triangle,120,10/8/2007
oh,us,unknown,60,10/8/2007
mi,us,unknown,300,10/8/2007
pa,us,cigar,60,10/8/2007
az,us,circle,1500,10/8/2007
az,us,sphere,600,10/8/2007
ca,us,triangle,40,10/8/2007
oh,us,light,240,10/8/2007
wa,us,changing,30,10/8/2007
in,us,fireball,600,10/8/2007
ca,us,other,300,10/8/2007
wy,us,light,5,10/8/2007
mi,us,cigar,180,10/8/2007
nc,us,unknown,7,10/8/2007
nv,us,oval,300,10/8/2007
ca,us,circle,60,10/8/2007
il,us,oval,35,10/8/2007
wa,us,light,7200,10/8/2007
mi,us,changing,9000,10/8/2007
ab,ca,light,7200,10/8/2007
NA,au,diamond,1800,10/8/2007
md,us,light,1800,10/8/2007
az,us,disk,5,10/8/2007
ga,us,disk,10,10/8/2007
nh,NA,cigar,45,10/8/2007
fl,NA,light,5,10/8/2007
nm,us,circle,5400,10/8/2007
co,us,diamond,1800,10/8/2007
co,us,diamond,2400,10/8/2007
NA,gb,sphere,600,10/8/2007
oh,us,triangle,10800,10/8/2007
fl,us,light,3600,10/8/2007
mo,us,other,3600,10/8/2007
mi,us,fireball,240,10/8/2007
oh,us,changing,7200,10/8/2007
or,us,fireball,60,10/8/2007
NA,gb,circle,600,10/8/2007
ca,us,sphere,900,10/8/2007
pa,us,light,7200,10/8/2007
ga,us,light,2700,10/8/2007
on,ca,chevron,180,10/8/2007
fl,us,light,3600,10/8/2007
sc,us,sphere,180,10/8/2007
NA,NA,light,240,10/8/2007
ct,us,triangle,600,10/8/2007
ga,us,unknown,2700,10/8/2007
pa,us,circle,2100,10/8/2007
in,us,rectangle,72,10/8/2007
ca,us,circle,15,10/8/2007
wi,us,light,120,10/8/2007
pa,us,disk,15,10/8/2007
NA,NA,light,300,10/8/2007
NA,NA,triangle,7,10/8/2007
or,us,light,15,10/8/2007
fl,us,other,180,10/8/2007
tx,us,rectangle,180,10/8/2007
ca,us,light,600,10/8/2007
or,us,circle,3600,10/8/2007
fl,us,sphere,988,10/8/2007
vt,us,formation,180,10/8/2007
tn,us,triangle,120,10/8/2007
md,us,light,20,10/8/2007
nc,us,light,60,10/8/2007
ny,us,triangle,120,10/8/2007
ct,us,oval,900,10/8/2007
wi,us,formation,7200,10/8/2007
nv,us,other,10,10/8/2007
ct,us,unknown,40,10/8/2007
mi,us,circle,300,10/8/2007
fl,us,cigar,30,10/8/2007
az,us,disk,900,10/8/2007
fl,us,light,20,10/8/2007
nc,us,circle,30,10/8/2007
or,us,diamond,300,10/8/2007
sc,us,unknown,600,10/8/2007
fl,NA,unknown,2,10/8/2007
tx,us,light,360,10/8/2007
nv,us,triangle,20,10/8/2007
mo,us,unknown,20,10/8/2007
ar,us,light,300,10/8/2007
ca,us,chevron,900,10/8/2007
va,us,unknown,300,10/8/2007
mi,us,formation,20,10/8/2007
tx,us,rectangle,10,10/8/2007
hi,us,light,120,10/8/2007
mt,NA,fireball,120,10/8/2007
tx,NA,light,300,10/8/2007
ms,us,disk,15,10/8/2007
ok,us,light,240,10/8/2007
il,us,diamond,1800,10/8/2007
on,ca,light,180,10/8/2007
pa,NA,light,5,10/8/2007
md,us,light,60,10/8/2007
il,us,circle,3,10/8/2007
ga,us,flash,20,10/8/2007
ne,us,triangle,120,10/8/2007
ga,us,light,900,10/8/2007
ca,us,sphere,180,10/8/2007
ne,NA,cigar,1,10/8/2007
nc,us,other,300,10/8/2007
wy,us,other,1500,10/8/2007
il,us,sphere,300,10/8/2007
ar,us,light,15,10/8/2007
pa,us,unknown,240,10/8/2007
mb,ca,triangle,10,10/8/2007
co,us,formation,10,10/8/2007
on,ca,circle,5,10/8/2007
tn,us,oval,1200,10/8/2007
or,us,cross,900,10/8/2007
mn,NA,formation,600,10/8/2007
ks,us,circle,15,10/8/2007
fl,us,circle,120,10/8/2007
ct,us,light,300,10/8/2007
fl,us,triangle,60,10/8/2007
mb,ca,formation,480,10/8/2007
ca,us,triangle,1200,10/8/2007
ca,us,triangle,30,10/8/2007
ga,NA,oval,3600,10/8/2007
NA,gb,sphere,60,10/8/2007
pa,us,oval,60,10/8/2007
sc,us,light,10,10/8/2007
il,us,disk,3,10/8/2007
oh,us,formation,2400,10/8/2007
mo,us,triangle,10,10/8/2007
nc,us,rectangle,4,10/8/2007
pa,us,disk,3600,10/8/2007
pa,us,flash,60,10/8/2007
nh,us,cigar,60,10/8/2007
ia,us,light,3,10/8/2007
nv,us,changing,120,10/8/2007
bc,ca,circle,3600,10/8/2007
tx,us,formation,15,10/8/2007
nm,us,changing,15,10/8/2007
mi,us,formation,480,10/8/2007
co,us,cylinder,1200,10/8/2007
NA,NA,light,120,10/8/2007
NA,NA,light,240,10/8/2007
sc,us,light,60,10/8/2007
nh,us,triangle,300,10/8/2007
sc,us,light,2,10/8/2007
sc,us,circle,120,10/8/2007
va,NA,light,45,10/8/2007
tx,us,oval,1200,10/8/2007
il,us,formation,120,10/8/2007
la,us,triangle,20,10/8/2007
fl,us,triangle,8,10/8/2007
ct,us,rectangle,2,10/8/2007
nv,us,unknown,900,10/8/2007
sc,us,chevron,1200,10/8/2007
ca,us,triangle,20,10/8/2007
wa,us,sphere,60,10/8/2007
mt,us,cylinder,300,10/8/2007
vt,us,light,60,10/8/2007
wi,us,circle,600,10/8/2007
qc,ca,formation,15,10/8/2007
NA,gb,circle,600,10/8/2007
NA,gb,triangle,30,10/8/2007
wa,us,light,5,10/8/2007
ny,us,oval,300,10/8/2007
ar,us,light,600,10/8/2007
nb,ca,formation,5,10/8/2007
ca,us,formation,300,10/8/2007
NA,gb,other,600,10/8/2007
il,us,circle,300,10/8/2007
tx,us,sphere,900,10/8/2007
NA,au,circle,600,10/8/2007
fl,us,light,3600,10/8/2007
ca,us,other,900,10/8/2007
or,us,formation,420,10/8/2007
nv,us,other,30,10/8/2007
wa,us,light,1800,10/8/2007
mo,us,light,60,11/28/2007
or,us,light,14400,11/28/2007
ga,us,changing,3600,11/28/2007
co,us,changing,2700,11/28/2007
ny,us,triangle,10800,11/28/2007
pa,us,circle,120,11/28/2007
tx,us,flash,3,11/28/2007
fl,NA,fireball,180,11/28/2007
ga,us,unknown,3600,11/28/2007
fl,us,unknown,30,11/28/2007
fl,us,oval,120,11/28/2007
tx,us,formation,35,11/28/2007
co,us,circle,600,11/28/2007
tx,us,other,4,11/28/2007
co,us,triangle,15,11/28/2007
ky,us,oval,360,11/28/2007
or,us,cylinder,900,11/28/2007
or,us,circle,900,11/28/2007
NA,NA,unknown,3600,11/28/2007
wa,us,triangle,10,11/28/2007
sc,us,light,1800,11/28/2007
al,us,disk,1800,11/28/2007
nc,us,sphere,300,11/28/2007
mo,us,cigar,600,11/28/2007
on,ca,circle,60,11/28/2007
oh,us,sphere,120,11/28/2007
ny,us,other,240,11/28/2007
ut,us,triangle,10,11/28/2007
mo,us,formation,15,11/28/2007
ny,us,light,1800,11/28/2007
fl,us,formation,65,11/28/2007
pa,us,sphere,300,11/28/2007
ca,us,unknown,600,11/28/2007
in,NA,disk,300,11/28/2007
wi,us,circle,300,11/28/2007
ca,us,NA,600,11/28/2007
ca,us,circle,600,11/28/2007
pa,us,oval,3300,11/28/2007
pa,us,triangle,3,11/28/2007
ms,us,unknown,10800,11/28/2007
NA,NA,formation,15,11/28/2007
NA,NA,fireball,120,11/28/2007
tx,us,triangle,5,11/28/2007
nv,us,changing,90,11/28/2007
va,us,sphere,600,11/28/2007
or,us,light,600,11/28/2007
ca,us,cigar,15,11/28/2007
wa,us,cigar,900,11/28/2007
nc,us,light,300,11/28/2007
wa,us,cylinder,300,11/28/2007
NA,gb,circle,600,11/28/2007
ca,NA,disk,60,11/28/2007
wa,us,unknown,7200,11/28/2007
wi,us,sphere,180,11/28/2007
or,us,unknown,6,11/28/2007
NA,NA,circle,120,11/28/2007
NA,NA,light,900,11/28/2007
NA,NA,unknown,10,11/28/2007
nv,us,light,600,11/28/2007
ca,us,circle,180,11/28/2007
ky,us,oval,18000,11/28/2007
ar,us,changing,15,11/28/2007
az,us,other,2,11/28/2007
nj,us,triangle,300,11/28/2007
oh,us,diamond,1200,11/28/2007
wv,us,unknown,60,11/28/2007
co,us,sphere,1320,11/28/2007
wa,us,light,420,11/28/2007
mt,us,fireball,30,11/28/2007
sc,us,light,1800,11/28/2007
or,us,other,30,11/28/2007
az,NA,light,120,11/28/2007
NA,NA,light,15,11/28/2007
md,us,light,60,11/28/2007
on,NA,NA,900,11/28/2007
ct,us,sphere,15,11/28/2007
ny,us,light,3,11/28/2007
ny,us,triangle,10,11/28/2007
NA,gb,fireball,300,11/28/2007
wa,us,light,480,11/28/2007
fl,NA,disk,180,11/28/2007
ok,NA,chevron,300,11/28/2007
ca,us,circle,20,11/28/2007
NA,NA,disk,120,11/28/2007
tx,us,light,300,11/28/2007
ca,us,triangle,3,11/28/2007
NA,gb,light,180,11/28/2007
tn,NA,triangle,120,11/28/2007
sc,us,other,300,11/28/2007
sc,us,light,420,11/28/2007
tx,us,light,1200,11/28/2007
NA,gb,sphere,60,11/28/2007
wi,us,circle,3600,11/28/2007
or,us,sphere,8,11/28/2007
az,us,light,1200,11/28/2007
NA,gb,diamond,1200,11/28/2007
fl,us,oval,300,11/28/2007
tx,us,teardrop,300,11/28/2007
tx,us,fireball,7,11/28/2007
tx,us,unknown,40,11/28/2007
tx,us,light,180,11/28/2007
tx,us,fireball,120,11/28/2007
mi,NA,disk,300,11/28/2007
tx,us,light,60,11/28/2007
ca,us,chevron,300,11/28/2007
ca,us,light,25,11/28/2007
il,us,chevron,10,11/28/2007
la,NA,unknown,300,11/28/2007
ca,NA,light,2400,11/28/2007
ga,us,light,600,11/28/2007
tx,us,other,50,11/28/2007
ca,us,light,180,11/28/2007
wi,us,light,900,11/28/2007
oh,us,disk,300,11/28/2007
on,ca,light,3,11/28/2007
mn,us,light,2,11/28/2007
mi,us,circle,60,11/28/2007
il,us,triangle,120,11/28/2007
va,NA,light,90,11/28/2007
mi,us,light,1200,11/28/2007
mn,us,chevron,7,11/28/2007
ky,us,light,2631600,11/28/2007
nc,us,unknown,8,11/28/2007
mi,us,light,10800,11/28/2007
la,us,diamond,1800,11/28/2007
NA,gb,disk,900,11/28/2007
wi,us,formation,10,11/28/2007
ga,us,other,900,11/28/2007
nj,us,sphere,360,11/28/2007
tn,us,circle,240,11/28/2007
mi,NA,other,3600,11/28/2007
me,us,sphere,20,11/28/2007
il,us,light,10,11/28/2007
md,us,flash,5,11/28/2007
ga,us,oval,3600,11/28/2007
me,us,circle,15,11/28/2007
fl,us,unknown,900,11/28/2007
ca,us,disk,5,11/28/2007
ga,us,flash,14400,11/28/2007
fl,us,oval,3,11/28/2007
tx,us,other,7200,11/28/2007
mo,us,triangle,300,11/28/2007
sd,us,other,1800,11/28/2007
sd,us,light,7200,11/28/2007
ca,us,light,120,11/28/2007
ca,us,light,300,11/28/2007
nj,us,triangle,300,11/28/2007
NA,gb,teardrop,8,11/28/2007
ks,us,light,300,11/28/2007
ks,us,triangle,20,11/28/2007
fl,us,light,30,11/28/2007
ga,us,sphere,600,11/28/2007
wa,us,teardrop,1200,11/28/2007
fl,us,light,20,11/28/2007
ca,us,unknown,2400,11/28/2007
ks,us,circle,300,11/28/2007
NA,gb,fireball,180,11/28/2007
or,us,unknown,300,11/28/2007
la,us,oval,300,11/28/2007
nh,us,light,120,11/28/2007
fl,us,light,1200,11/28/2007
wi,us,unknown,5,11/28/2007
tx,us,triangle,6,11/28/2007
ny,us,formation,1800,11/28/2007
az,us,circle,900,11/28/2007
ga,us,light,600,11/28/2007
ne,us,sphere,600,11/28/2007
NA,gb,disk,120,11/28/2007
ks,us,egg,600,11/28/2007
NA,gb,fireball,60,11/28/2007
sd,us,rectangle,180,11/28/2007
ga,us,circle,3600,11/28/2007
tx,us,oval,20,11/28/2007
ne,us,rectangle,1800,11/28/2007
oh,us,triangle,30,11/28/2007
ok,NA,unknown,4,11/28/2007
sd,NA,unknown,900,11/28/2007
or,us,cylinder,18,11/28/2007
pa,us,oval,60,11/28/2007
tx,us,light,15,11/28/2007
co,us,changing,180,11/28/2007
ne,us,light,2,11/28/2007
mi,us,triangle,420,11/28/2007
